accession	description	length	host_raw	host_canonical	host_group	host_ambiguous	country_raw	country	collection_date_raw	collection_date	decimal_year	date_precision	strain	isolate	lat_lon	is_vaccine	vaccine_pattern	has_H	H_length	H_source	has_F	has_N	is_complete_genome	exclude_reason
FJ423607.1	Canine distemper virus strain HLJ(08)4 hemagglutinin (H) gene, partial cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China:HeiLongjiang	China	2008	2008	2008.5	year	HLJ(08)4			False		True	1824	annotation	False	False	False	
FJ423606.1	Canine distemper virus strain HLJ(08)3 hemagglutinin (H) gene, partial cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China:HeiLongjiang	China	2008	2008	2008.5	year	HLJ(08)3			False		True	1824	annotation	False	False	False	
FJ423605.1	Canine distemper virus strain HLJ(08)2 hemagglutinin (H) gene, partial cds	1824	fox	Vulpes sp.	wild_canid	False	China:HeiLongjiang	China	2008	2008	2008.5	year	HLJ(08)2			False		True	1824	annotation	False	False	False	
FJ423604.1	Canine distemper virus strain HLJ(08)1 hemagglutinin (H) gene, partial cds	1824	fox	Vulpes sp.	wild_canid	False	China:HeiLongjiang	China	2008	2008	2008.5	year	HLJ(08)1			False		True	1824	annotation	False	False	False	
FJ011005.1	Canine distemper virus isolate Bruno107Arg2005 hemagglutinin gene, partial cds	1821	Canis lupus familiaris (dog, mixed breed)	Canis lupus familiaris	domestic_dog	False	Argentina	Argentina	Oct-2005	2005-10	2005.7890410958903	month		Bruno107Arg2005		False		True	1821	annotation	False	False	False	
FJ011004.1	Canine distemper virus isolate Pao2003Arg90 hemagglutinin gene, partial cds	1821	Canis lupus familiaris (dog, Weimaraner)	Canis lupus familiaris	domestic_dog	False	Argentina	Argentina	Nov-2003	2003-11	2003.8739726027397	month		Pao2003Arg90		False		True	1821	annotation	False	False	False	
FJ040791.1	Canine distemper virus strain GZ0801 hemagglutinin (H) gene, partial cds	1812	dog	Canis lupus familiaris	domestic_dog	False	China: Guangzhou	China	15-May-2008	2008-05-15	2008.3688524590164	day	GZ0801			False		True	1812	annotation	False	False	False	
FJ002276.1	Canine distemper virus hemagglutinin protein gene, partial cds	1122	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Namibia	Namibia	2003	2003	2003.5	year				False		True	1122	annotation	False	False	False	
EU624414.1	Canine distemper virus hemagglutinin (H) gene, partial cds	871	Cerdocyon thous (crab-eating fox)	Vulpes sp.	wild_canid	False	Argentina	Argentina	2007	2007	2007.5	year	CDV Fox Arg Parque Nacional El Palmar. 2007			False		True	871	annotation	False	False	False	
JN622007.1	Canine distemper virus clone COMP5C hemagglutinin (H) gene, partial cds	1782	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	India	India	10-Oct-2010	2010-10-10	2010.772602739726	day		Rohini-CDV5C		False		True	1782	annotation	False	False	False	
JF283477.1	Canine distemper virus isolate 10453WY hemagglutinin protein (H) gene, partial cds	1615	canine	Canis lupus familiaris	domestic_dog	False	USA	USA	2010	2010	2010.5	year		10453WY		False		True	1615	annotation	False	False	False	
JF283476.1	Canine distemper virus isolate 13023WY hemagglutinin protein (H) gene, partial cds	1587	canine	Canis lupus familiaris	domestic_dog	False	USA	USA	2010	2010	2010.5	year		13023WY		False		True	1587	annotation	False	False	False	
GQ214384.2	Canine distemper virus isolate 5825-02 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2002	2002	2002.5	year		5825-02		False		True	1824	annotation	False	False	False	
GQ214380.2	Canine distemper virus isolate 5417-02 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2002	2002	2002.5	year		5417-02		False		True	1824	annotation	False	False	False	
GQ214378.2	Canine distemper virus isolate 5253-02 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2002	2002	2002.5	year		5253-02		False		True	1824	annotation	False	False	False	
GQ214376.2	Canine distemper virus isolate 4520-02 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2002	2002	2002.5	year		4520-02		False		True	1824	annotation	False	False	False	
GQ214374.2	Canine distemper virus isolate 3156-06 hemagglutinin (H) gene, complete cds	1824	badger	Meles meles	mustelid	False	Austria	Austria	2006	2006	2006.5	year		3156-06		False		True	1824	annotation	False	False	False	
GQ214373.2	Canine distemper virus isolate 3148-03 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2003	2003	2003.5	year		3148-03		False		True	1824	annotation	False	False	False	
GQ214369.2	Canine distemper virus isolate 2390-07 hemagglutinin (H) gene, complete cds	1824	stone marten	Martes sp.	mustelid	False	Austria	Austria	2007	2007	2007.5	year		2390-07		False		True	1824	annotation	False	False	False	
GQ214383.1	Canine distemper virus isolate 5527-02 hemagglutinin (H) gene, partial cds	800	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2002	2002	2002.5	year		5527-02		False		True	800	annotation	False	False	False	
GQ214382.1	Canine distemper virus isolate 5470-02 hemagglutinin (H) gene, partial cds	800	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2002	2002	2002.5	year		5470-02		False		True	800	annotation	False	False	False	
GQ214381.1	Canine distemper virus isolate 5428-02 hemagglutinin (H) gene, partial cds	800	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2002	2002	2002.5	year		5428-02		False		True	800	annotation	False	False	False	
GQ214379.1	Canine distemper virus isolate 5332-02 hemagglutinin (H) gene, partial cds	800	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2002	2002	2002.5	year		5332-02		False		True	800	annotation	False	False	False	
GQ214377.1	Canine distemper virus isolate 5101-02 hemagglutinin (H) gene, partial cds	800	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2002	2002	2002.5	year		5101-02		False		True	800	annotation	False	False	False	
GQ214375.1	Canine distemper virus isolate 4088-03 hemagglutinin (H) gene, partial cds	800	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2003	2003	2003.5	year		4088-03		False		True	800	annotation	False	False	False	
GQ214372.1	Canine distemper virus isolate 2779-04 hemagglutinin (H) gene, partial cds	800	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2004	2004	2004.5	year		2779-04		False		True	800	annotation	False	False	False	
GQ214371.1	Canine distemper virus isolate 2730-07 hemagglutinin (H) gene, partial cds	800	dog	Canis lupus familiaris	domestic_dog	False	Austria	Austria	2007	2007	2007.5	year		2730-07		False		True	800	annotation	False	False	False	
FJ416339.1	Canine distemper virus isolate BV4 hemagglutinin gene, complete cds; and large polymerase gene, partial cds	2085	fox	Vulpes sp.	wild_canid	False	Germany	Germany	18-Mar-2008	2008-03-18	2008.2103825136612	day		BV4		False		True	1824	annotation	False	False	False	
FJ416338.1	Canine distemper virus isolate BV3 hemagglutinin gene, complete cds; and large polymerase gene, partial cds	2089	badger	Meles meles	mustelid	False	Germany	Germany	27-May-2008	2008-05-27	2008.4016393442623	day		BV3		False		True	1824	annotation	False	False	False	
FJ416337.1	Canine distemper virus isolate BV2 hemagglutinin gene, complete cds; and large polymerase gene, partial cds	2082	fox	Vulpes sp.	wild_canid	False	Germany	Germany	05-Mar-2008	2008-03-05	2008.1748633879781	day		BV2		False		True	1824	annotation	False	False	False	
FJ416336.1	Canine distemper virus isolate BV1 hemagglutinin gene, complete cds; and large polymerase gene, partial cds	2082	fox	Vulpes sp.	wild_canid	False	Germany	Germany	05-Mar-2008	2008-03-05	2008.1748633879781	day		BV1		False		True	1824	annotation	False	False	False	
FJ977578.1	Canine distemper virus isolate monkey-KM-01 hemagglutinin (H) mRNA, partial cds	1672	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	China	China	Jul-2008	2008-07	2008.5382513661202	month		monkey-KM-01		False		True	1672	annotation	False	False	False	
FJ694853.1	Canine distemper virus strain H2 hemagglutinin (H) gene, partial cds	1758	dog	Canis lupus familiaris	domestic_dog	False	Taiwan	Taiwan	2008	2008	2008.5	year	H2			False		True	1758	annotation	False	False	False	
FJ694852.1	Canine distemper virus strain H4 hemagglutinin (H) gene, partial cds	1758	dog	Canis lupus familiaris	domestic_dog	False	Taiwan	Taiwan	2008	2008	2008.5	year	H4			False		True	1758	annotation	False	False	False	
FJ605455.1	Canine distemper virus strain GZ0802 hemagglutinin (H) gene, partial cds	1812	dog	Canis lupus familiaris	domestic_dog	False	China: Guangzhou, Guangdong Province	China	15-Jun-2008	2008-06-15	2008.4535519125684	day	GZ0802			False		True	1812	annotation	False	False	False	
KX024709.1	Canine distemper virus isolate CDV12254/2015, complete genome	15690	Meles meles	Meles meles	mustelid	False	Italy	Italy	05-Oct-2015	2015-10-05	2015.7589041095891	day		CDV12254/2015		False		True	1824	annotation	True	True	True	
KX024708.1	Canine distemper virus isolate CDV11956/2015, complete genome	15690	Meles meles	Meles meles	mustelid	False	Italy	Italy	28-Sep-2015	2015-09-28	2015.7397260273972	day		CDV11956/2015		False		True	1824	annotation	True	True	True	
KU552082.1	Canine distemper virus isolate CDV 823 hemagglutinin protein gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	10-Feb-1982	1982-02-10	1982.109589041096	day		CDV 823		False		True	1824	annotation	False	False	False	
KU521346.1	Canine distemper virus isolate NJ(15)12 hemagglutinin gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	Feb-2015	2015-02	2015.123287671233	month		NJ(15)12		False		True	1824	annotation	False	False	False	
KU521345.1	Canine distemper virus isolate SDWD(14)11 hemagglutinin gene, complete cds	1824	mink	Neovison vison	mustelid	False	China	China	Jun-2014	2014-06	2014.454794520548	month		SDWD(14)11		False		True	1824	annotation	False	False	False	
KU521344.1	Canine distemper virus isolate SDWD(14)10 hemagglutinin gene, complete cds	1824	mink	Neovison vison	mustelid	False	China	China	Jun-2014	2014-06	2014.454794520548	month		SDWD(14)10		False		True	1824	annotation	False	False	False	
KU521343.1	Canine distemper virus isolate SDWD(14)9 hemagglutinin gene, complete cds	1824	mink	Neovison vison	mustelid	False	China	China	May-2014	2014-05	2014.3698630136987	month		SDWD(14)9		False		True	1824	annotation	False	False	False	
KU162860.1	Canine distemper virus hemagglutinin protein gene, complete cds	1925	ferret	Mustela putorius furo	mustelid	False	China	China	08-Sep-2015	2015-09-08	2015.6849315068494	day		WH-1		False		True	1824	annotation	False	False	False	
KU598869.1	Canine distemper virus strain BraBNT(14)VHX hemagglutinin protein (H) gene, partial cds	894	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	2014	2014	2014.5	year	BraBNT(14)VHX	LDM-BTU_VHX		False		True	894	annotation	False	False	False	
KU598868.1	Canine distemper virus strain BraSOD(14)VHT hemagglutinin protein (H) gene, partial cds	935	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	2014	2014	2014.5	year	BraSOD(14)VHT	LDM-BTU_VHT		False		True	935	annotation	False	False	False	
KU598867.1	Canine distemper virus strain BraSOD(14)VHV hemagglutinin protein (H) gene, partial cds	935	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	2014	2014	2014.5	year	BraSOD(14)VHV	LDM-BTU_VHV		False		True	935	annotation	False	False	False	
KU598866.1	Canine distemper virus strain BraVIX(14)SXU hemagglutinin protein (H) gene, partial cds	917	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	2014	2014	2014.5	year	BraVIX(14)SXU	LDM-BTU_SXU		False		True	917	annotation	False	False	False	
KU598865.1	Canine distemper virus strain BraSNP(14)30 hemagglutinin protein (H) gene, partial cds	921	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	2014	2014	2014.5	year	BraSNP(14)30	LIBM-SNP_CD30		False		True	921	annotation	False	False	False	
KU598864.1	Canine distemper virus strain BraSNP(13)10 hemagglutinin protein (H) gene, partial cds	926	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	2013	2013	2013.5	year	BraSNP(13)10	LIBM-SNP_CD10		False		True	926	annotation	False	False	False	
KU598863.1	Canine distemper virus strain BraSNP(13)22 hemagglutinin protein (H) gene, partial cds	915	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	2013	2013	2013.5	year	BraSNP(13)22	LIBM-SNP_CD22		False		True	915	annotation	False	False	False	
KU598862.1	Canine distemper virus strain BraSNP(13)20 hemagglutinin protein (H) gene, partial cds	907	Canis lupus familiaris	Canis lupus familiaris	domestic_dog	False	Brazil	Brazil	2013	2013	2013.5	year	BraSNP(13)20	LIBM-SNP_CD20		False		True	907	annotation	False	False	False	
KU983538.1	Canine distemper virus strain HRB-H4 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Dec-2014	2014-12	2014.9561643835616	month	HRB-H4			False		True	456	annotation	False	False	False	
KU983537.1	Canine distemper virus strain HRB-G2 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Feb-2015	2015-02	2015.123287671233	month	HRB-G2			False		True	456	annotation	False	False	False	
KU983536.1	Canine distemper virus strain HRB-F2 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Nov-2014	2014-11	2014.8739726027397	month	HRB-F2			False		True	456	annotation	False	False	False	
KU983535.1	Canine distemper virus strain HRB-F1 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Nov-2014	2014-11	2014.8739726027397	month	HRB-F1			False		True	456	annotation	False	False	False	
KU983534.1	Canine distemper virus strain HRB-F0 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Feb-2015	2015-02	2015.123287671233	month	HRB-F0			False		True	456	annotation	False	False	False	
KU983533.1	Canine distemper virus strain HRB-E1 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Nov-2014	2014-11	2014.8739726027397	month	HRB-E1			False		True	456	annotation	False	False	False	
KU983532.1	Canine distemper virus strain HRB-D8 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Nov-2014	2014-11	2014.8739726027397	month	HRB-D8			False		True	456	annotation	False	False	False	
KU983531.1	Canine distemper virus strain HRB-D7 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Nov-2014	2014-11	2014.8739726027397	month	HRB-D7			False		True	456	annotation	False	False	False	
KU983530.1	Canine distemper virus strain HRB-D6 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Oct-2014	2014-10	2014.7890410958903	month	HRB-D6			False		True	456	annotation	False	False	False	
KU983529.1	Canine distemper virus strain HRB-D5 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Oct-2014	2014-10	2014.7890410958903	month	HRB-D5			False		True	456	annotation	False	False	False	
KU983528.1	Canine distemper virus strain HRB-D4 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Oct-2014	2014-10	2014.7890410958903	month	HRB-D4			False		True	456	annotation	False	False	False	
KU983527.1	Canine distemper virus strain HRB-C5 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Oct-2014	2014-10	2014.7890410958903	month	HRB-C5			False		True	456	annotation	False	False	False	
KU983526.1	Canine distemper virus strain HRB-b6 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Oct-2014	2014-10	2014.7890410958903	month	HRB-b6			False		True	456	annotation	False	False	False	
KU983525.1	Canine distemper virus strain HRB-B0 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Oct-2014	2014-10	2014.7890410958903	month	HRB-B0			False		True	456	annotation	False	False	False	
KU983524.1	Canine distemper virus strain DQ-beta5 hemagglutinin (H) gene, partial cds	456	dog	Canis lupus familiaris	domestic_dog	False	China	China	Feb-2015	2015-02	2015.123287671233	month	DQ-beta5			False		True	456	annotation	False	False	False	
KU983523.1	Canine distemper virus strain HRB-F8 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	Nov-2014	2014-11	2014.8739726027397	month	HRB-F8			False		True	1824	annotation	False	False	False	
KU983522.1	Canine distemper virus strain HRB-E8 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	Nov-2014	2014-11	2014.8739726027397	month	HRB-E8			False		True	1824	annotation	False	False	False	
KU983521.1	Canine distemper virus strain HRB-D9 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	Nov-2014	2014-11	2014.8739726027397	month	HRB-D9			False		True	1824	annotation	False	False	False	
KU983520.1	Canine distemper virus strain HRB-D1 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	Oct-2014	2014-10	2014.7890410958903	month	HRB-D1			False		True	1824	annotation	False	False	False	
KU983519.1	Canine distemper virus strain MDJ-38 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	Feb-2015	2015-02	2015.123287671233	month	MDJ-38			False		True	1824	annotation	False	False	False	
KU983518.1	Canine distemper virus strain MDJ-14 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	Oct-2014	2014-10	2014.7890410958903	month	MDJ-14			False		True	1824	annotation	False	False	False	
KU030833.1	Canine distemper virus isolate HNly150520B hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	May-2015	2015-05	2015.3698630136987	month		HNly150520B		False		True	1824	annotation	False	False	False	
KU030832.1	Canine distemper virus isolate HNly150403 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	Apr-2015	2015-04	2015.2876712328766	month		HNly150403		False		True	1824	annotation	False	False	False	
KU030831.1	Canine distemper virus isolate HNly150326 hemagglutinin (H) gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	China	China	Mar-2015	2015-03	2015.2027397260274	month		HNly150326		False		True	1824	annotation	False	False	False	
KT717958.1	Canine distemper virus strain TR-MINK hemagglutinin gene, partial cds	1203	Neovison vison; female	Neovison vison	mustelid	False	Turkey	Turkey	2011	2011	2011.5	year	TR-MINK			False		True	1047	annotation	False	False	False	
KP793921.1	Canine distemper virus isolate giant panda/SX/2014, complete genome	15690	giant panda	Ailuropoda melanoleuca	ursid	False	China: Shanxi	China	2014	2014	2014.5	year		giant panda/SX/2014		False		True	1824	annotation	True	True	True	
KT588923.1	Canine distemper virus strain TR-Mink distemper hemagglutinin gene, partial cds	928	Neovison vison; female	Neovison vison	mustelid	False	Turkey	Turkey	2011	2011	2011.5	year	TR-Mink distemper			False		True	928	annotation	False	False	False	
KT266757.1	Canine distemper virus isolate UNAM_21 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	10-Feb-2015	2015-02-10	2015.109589041096	day		UNAM_21		False		True	509	annotation	False	False	False	
KT266756.1	Canine distemper virus isolate UNAM_20 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	05-Feb-2015	2015-02-05	2015.0958904109589	day		UNAM_20		False		True	509	annotation	False	False	False	
KT266755.1	Canine distemper virus isolate UNAM_19 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	13-Jan-2015	2015-01-13	2015.0328767123287	day		UNAM_19		False		True	509	annotation	False	False	False	
KT266754.1	Canine distemper virus isolate UNAM_18 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	25-Jul-2014	2014-07-25	2014.5616438356165	day		UNAM_18		False		True	509	annotation	False	False	False	
KT266753.1	Canine distemper virus isolate UNAM_17 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	24-Apr-2014	2014-04-24	2014.309589041096	day		UNAM_17		False		True	509	annotation	False	False	False	
KT266752.1	Canine distemper virus isolate UNAM_16 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	24-Apr-2014	2014-04-24	2014.309589041096	day		UNAM_16		False		True	509	annotation	False	False	False	
KT266751.1	Canine distemper virus isolate UNAM_15 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	09-Apr-2014	2014-04-09	2014.268493150685	day		UNAM_15		False		True	509	annotation	False	False	False	
KT266750.1	Canine distemper virus isolate UNAM_14 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	18-Mar-2014	2014-03-18	2014.2082191780821	day		UNAM_14		False		True	509	annotation	False	False	False	
KT266749.1	Canine distemper virus isolate UNAM_13 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	15-May-2014	2014-05-15	2014.3671232876711	day		UNAM_13		False		True	509	annotation	False	False	False	
KT266748.1	Canine distemper virus isolate UNAM_12 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	05-Mar-2014	2014-03-05	2014.172602739726	day		UNAM_12		False		True	509	annotation	False	False	False	
KT266747.1	Canine distemper virus isolate UNAM_11 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	05-Mar-2014	2014-03-05	2014.172602739726	day		UNAM_11		False		True	509	annotation	False	False	False	
KT266746.1	Canine distemper virus isolate UNAM_10 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	20-Feb-2014	2014-02-20	2014.13698630137	day		UNAM_10		False		True	509	annotation	False	False	False	
KT266745.1	Canine distemper virus isolate UNAM_9 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	12-Jun-2013	2013-06-12	2013.4438356164383	day		UNAM_9		False		True	509	annotation	False	False	False	
KT266744.1	Canine distemper virus isolate UNAM_8 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	25-Jun-2013	2013-06-25	2013.4794520547946	day		UNAM_8		False		True	509	annotation	False	False	False	
KT266743.1	Canine distemper virus isolate UNAM_7 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	01-Jun-2013	2013-06-01	2013.4136986301369	day		UNAM_7		False		True	509	annotation	False	False	False	
KT266742.1	Canine distemper virus isolate UNAM_6 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	26-May-2013	2013-05-26	2013.3972602739725	day		UNAM_6		False		True	509	annotation	False	False	False	
KT266741.1	Canine distemper virus isolate UNAM_5 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	15-May-2013	2013-05-15	2013.3671232876711	day		UNAM_5		False		True	509	annotation	False	False	False	
KT266740.1	Canine distemper virus isolate UNAM_4 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	25-May-2013	2013-05-25	2013.3945205479451	day		UNAM_4		False		True	509	annotation	False	False	False	
KT266739.1	Canine distemper virus isolate UNAM_3 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	03-May-2013	2013-05-03	2013.3342465753424	day		UNAM_3		False		True	509	annotation	False	False	False	
KT266738.1	Canine distemper virus isolate UNAM_2 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	30-Apr-2013	2013-04-30	2013.3260273972603	day		UNAM_2		False		True	509	annotation	False	False	False	
KT266737.1	Canine distemper virus isolate UNAM_1 hemagglutinin (H) gene, partial cds	509	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	03-Apr-2013	2013-04-03	2013.2520547945205	day		UNAM_1		False		True	509	annotation	False	False	False	
KT266736.1	Canine distemper virus isolate UNAM hemagglutinin (H) gene, complete cds	1824	canine	Canis lupus familiaris	domestic_dog	False	Mexico	Mexico	25-Jul-2014	2014-07-25	2014.5616438356165	day		UNAM		False		True	1824	annotation	False	False	False	
KT001210.1	Canine distemper virus isolate SD(14)13 H protein gene, complete cds	1824	mink	Neovison vison	mustelid	False	China	China	12-Sep-2014	2014-09-12	2014.695890410959	day		SD(14)13		False		True	1824	annotation	False	False	False	
KT001209.1	Canine distemper virus isolate SD(14)12 H protein gene, complete cds	1824	mink	Neovison vison	mustelid	False	China	China	12-Sep-2014	2014-09-12	2014.695890410959	day		SD(14)12		False		True	1824	annotation	False	False	False	
KT119347.1	Canine distemper virus isolate Yanbian hemagglutinin protein gene, complete cds	1824	canine	Canis lupus familiaris	domestic_dog	False	China	China	05-Jan-2015	2015-01-05	2015.0109589041097	day		Yanbian		False		True	1824	annotation	False	False	False	
KJ466106.1	Canine distemper virus isolate CDV SY, complete genome	15690	raccoon dog	Nyctereutes procyonoides	wild_canid	False	China	China	2012	2012	2012.5	year		CDV SY		False		True	1824	annotation	True	True	True	
KR185351.1	Canine distemper virus isolate SD(14)11 hemagglutinin protein gene, complete cds	1824	raccoon dog	Nyctereutes procyonoides	wild_canid	False	China: Shandong	China	09-Jul-2014	2014-07-09	2014.517808219178	day		SD(14)11		False		True	1824	annotation	False	False	False	
KP872502.1	Canine distemper virus isolate LN(10)1 hemagglutinin gene, complete cds	1824	Vulpes vulpes	Vulpes sp.	wild_canid	False	China	China	16-Oct-2010	2010-10-16	2010.7890410958903	day		LN(10)1		False		True	1824	annotation	False	False	False	
KP765764.1	Canine distemper virus isolate LN(10)1, complete genome	15690	fox	Vulpes sp.	wild_canid	False	China: Liaoning	China	2010	2010	2010.5	year		LN(10)1		False		True	1824	annotation	True	True	True	
KR074995.1	Canine distemper virus strain GZ10001 hemagglutinin (H) mRNA, partial cds	1812	Red Panda	Ailurus fulgens	ailurid	False	China	China	30-Aug-2012	2012-08-30	2012.6612021857923	day	GZ10001			False		True	1812	annotation	False	False	False	
KR002661.1	Canine distemper virus isolate Dog_1 hemagglutinin gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Switzerland	Switzerland	28-Oct-2013	2013-10-28	2013.8219178082193	day		Dog_1		False		True	1824	annotation	False	False	False	
KR002660.1	Canine distemper virus isolate Dog_5 hemagglutinin gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Switzerland	Switzerland	06-Nov-2013	2013-11-06	2013.8465753424657	day		Dog_5		False		True	1824	annotation	False	False	False	
KR002659.1	Canine distemper virus isolate Dog_6 hemagglutinin gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Switzerland	Switzerland	06-Nov-2013	2013-11-06	2013.8465753424657	day		Dog_6		False		True	1824	annotation	False	False	False	
KR002658.1	Canine distemper virus isolate Dog_9 hemagglutinin gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Switzerland	Switzerland	06-Nov-2013	2013-11-06	2013.8465753424657	day		Dog_9		False		True	1824	annotation	False	False	False	
KR002657.1	Canine distemper virus isolate Dog_10 hemagglutinin gene, complete cds	1824	dog	Canis lupus familiaris	domestic_dog	False	Switzerland	Switzerland	06-Nov-2013	2013-11-06	2013.8465753424657	day		Dog_10		False		True	1824	annotation	False	False	False	
